Original,Obfuscated,Label
data,DAta,Obfuscated
data,d@74,Obfuscated
data,d*at*a*,Obfuscated
data,d@+@,Obfuscated
data,d@7@,Obfuscated
data,d@+4,Obfuscated
data,d474,Obfuscated
data,data,Non-obfuscated
data,d@-+4,Obfuscated
data,D~4+4,Obfuscated
data,D~@+4,Obfuscated
data,d@7@,Obfuscated
data,DatA,Obfuscated
data,data,Non-obfuscated
data,d474,Obfuscated
data,D@+@,Obfuscated
data,DAta,Obfuscated
data,DAta,Obfuscated
data,DatA,Obfuscated
data,da*ta,Obfuscated
data,DATA,Obfuscated
data,DA~TA,Obfuscated
data,dat*a,Obfuscated
data,Dat~A,Obfuscated
data,dat-a,Obfuscated
data,D@+4,Obfuscated
data,data,Non-obfuscated
data,D47@,Obfuscated
data,d@~74,Obfuscated
data,d@74,Obfuscated
data,d@+@,Obfuscated
data,d@+4,Obfuscated
data,d47@,Obfuscated
data,dAta,Obfuscated
data,d474,Obfuscated
data,data,Non-obfuscated
data,d@7@,Obfuscated
data,d@7@~,Obfuscated
data,d474,Obfuscated
data,d@7@,Obfuscated
data,D4+@,Obfuscated
data,d4_+@,Obfuscated
data,d@+@,Obfuscated
data,d4+@,Obfuscated
data,data,Non-obfuscated
data,d_4~+4,Obfuscated
data,DAta,Obfuscated
data,DaTa,Obfuscated
data,D@74,Obfuscated
data,d@7@,Obfuscated
data,dAtA,Obfuscated
data,d-47-4,Obfuscated
data,data,Non-obfuscated
data,d4+4,Obfuscated
data,d47@,Obfuscated
data,dAtA,Obfuscated
data,d4+4,Obfuscated
data,d474,Obfuscated
data,D4+@,Obfuscated
data,d@+4,Obfuscated
data,d@7@,Obfuscated
data,d@74,Obfuscated
data,d_ata,Obfuscated
data,data,Non-obfuscated
data,daTA,Obfuscated
data,D4+4,Obfuscated
data,data,Non-obfuscated
data,d@+@,Obfuscated
data,d47@,Obfuscated
data,d4+@,Obfuscated
data,d@7@,Obfuscated
data,d*@74-,Obfuscated
data,d4+@,Obfuscated
data,d47_4,Obfuscated
data,data,Non-obfuscated
data,data,Non-obfuscated
data,DATa,Obfuscated
data,D@+4,Obfuscated
data,D4+@,Obfuscated
data,d@+*4,Obfuscated
data,Da_tA,Obfuscated
data,d@~+@,Obfuscated
data,da-ta,Obfuscated
data,D47@,Obfuscated
data,da*T~A,Obfuscated
data,Data,Obfuscated
data,Da~t~A,Obfuscated
data,data,Non-obfuscated
data,daTa,Obfuscated
data,d@+4,Obfuscated
data,d474,Obfuscated
data,DAta,Obfuscated
data,DA-tA,Obfuscated
data,data,Non-obfuscated
data,DaTa,Obfuscated
data,DatA,Obfuscated
data,DaTa,Obfuscated
data,DaTa,Obfuscated
data,DATa,Obfuscated
data,d@7@,Obfuscated
data,D474,Obfuscated
data,d@7@,Obfuscated
data,d47~4,Obfuscated
data,DatA,Obfuscated
data,DaTa,Obfuscated
data,daTA,Obfuscated
data,data,Non-obfuscated
data,D474,Obfuscated
data,dat_a,Obfuscated
data,d4_74,Obfuscated
data,d-474,Obfuscated
data,d47@,Obfuscated
data,d47@,Obfuscated
data,d@7@,Obfuscated
data,data,Non-obfuscated
data,dAta,Obfuscated
data,dATA,Obfuscated
data,dAta,Obfuscated
data,d474,Obfuscated
data,data,Non-obfuscated
data,d~ata,Obfuscated
data,d474,Obfuscated
data,data,Non-obfuscated
data,d4+@,Obfuscated
data,dAta,Obfuscated
data,d@+4,Obfuscated
data,d47@,Obfuscated
data,d@74-,Obfuscated
data,dat*a,Obfuscated
data,D@+4,Obfuscated
data,DaTa,Obfuscated
data,datA,Obfuscated
data,d47@,Obfuscated
data,DAt_a,Obfuscated
data,DaTA,Obfuscated
data,d4+4_,Obfuscated
data,d~@74,Obfuscated
data,DA~Ta,Obfuscated
data,d@74,Obfuscated
data,D@74,Obfuscated
data,data,Non-obfuscated
data,d474,Obfuscated
data,d474,Obfuscated
data,d@~7~@,Obfuscated
data,data,Non-obfuscated
data,dA*tA,Obfuscated
data,dAta,Obfuscated
data,d47*4,Obfuscated
data,d*ATa_,Obfuscated
data,data,Non-obfuscated
data,dat~a,Obfuscated
data,D47@,Obfuscated
data,DATA,Obfuscated
data,D@+@-,Obfuscated
data,d47-4,Obfuscated
data,DaTA,Obfuscated
data,d@7@,Obfuscated
data,d~4+@,Obfuscated
data,d@+4-,Obfuscated
data,D47@,Obfuscated
data,d~a-ta,Obfuscated
data,d@7_@,Obfuscated
data,D47*4,Obfuscated
data,d4+@,Obfuscated
data,d4+@,Obfuscated
data,D4+@,Obfuscated
data,data,Non-obfuscated
data,d4+@,Obfuscated
data,DatA,Obfuscated
data,d4+@,Obfuscated
data,daTa,Obfuscated
data,d@74_,Obfuscated
data,D@+4,Obfuscated
data,d@+@,Obfuscated
data,d474,Obfuscated
data,data,Non-obfuscated
data,data,Non-obfuscated
data,d474,Obfuscated
data,data,Non-obfuscated
data,data,Non-obfuscated
data,dat-a,Obfuscated
data,d@74,Obfuscated
data,DatA,Obfuscated
data,d@74,Obfuscated
data,data,Non-obfuscated
data,dat_a,Obfuscated
data,d47@,Obfuscated
data,dAta,Obfuscated
data,dA-TA,Obfuscated
data,DATa,Obfuscated
data,data,Non-obfuscated
data,d~at-a,Obfuscated
data,data,Non-obfuscated
data,data,Non-obfuscated
data,datA,Obfuscated
data,d@74,Obfuscated
data,data,Non-obfuscated
data,d@*+4,Obfuscated
data,d@+4,Obfuscated
data,d_ata,Obfuscated
data,d*at~a,Obfuscated
data,d~a~ta,Obfuscated
data,D*atA,Obfuscated
data,d47*@_,Obfuscated
data,d@74,Obfuscated
data,d47@,Obfuscated
data,D@74,Obfuscated
data,d_@*7@*,Obfuscated
data,D@7@,Obfuscated
data,d4_+4,Obfuscated
data,d@+@,Obfuscated
data,d4+@,Obfuscated
data,data,Non-obfuscated
data,d@+4,Obfuscated
data,d@7@*,Obfuscated
data,data,Non-obfuscated
data,d474,Obfuscated
data,D~4+@-,Obfuscated
data,d-a*ta,Obfuscated
data,d4+@,Obfuscated
data,DATA,Obfuscated
data,d@7@,Obfuscated
data,data,Non-obfuscated
data,d_ata,Obfuscated
data,d47~@,Obfuscated
data,data,Non-obfuscated
data,d_4+*@,Obfuscated
data,data,Non-obfuscated
data,d@+4,Obfuscated
data,d@7@,Obfuscated
data,d@+@,Obfuscated
data,DAta,Obfuscated
data,D@+@,Obfuscated
data,d~474~,Obfuscated
data,data,Non-obfuscated
data,d@74,Obfuscated
data,d47@*,Obfuscated
data,d47@,Obfuscated
data,d-4_+4,Obfuscated
data,Data,Obfuscated
data,d4+@,Obfuscated
data,d47@,Obfuscated
data,data,Non-obfuscated
data,d~ata,Obfuscated
data,D47@,Obfuscated
data,d474,Obfuscated
data,d4+4,Obfuscated
data,d4+*@,Obfuscated
data,DatA,Obfuscated
data,D47@,Obfuscated
data,D4~+@,Obfuscated
data,d_ata,Obfuscated
data,d474,Obfuscated
data,D4+@,Obfuscated
data,daTA,Obfuscated
data,d47@,Obfuscated
data,d4+4,Obfuscated
data,Data,Obfuscated
data,d-4+@,Obfuscated
data,data,Non-obfuscated
data,daTa,Obfuscated
data,data,Non-obfuscated
data,d@+4,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,P_1r4-Cy,Obfuscated
piracy,pIR~acy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,PI-raCY,Obfuscated
piracy,p_1r@cy,Obfuscated
piracy,p-1r4cy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P!R4cy,Obfuscated
piracy,p!r4~cy,Obfuscated
piracy,p!r4-cy,Obfuscated
piracy,pi-r_a_cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,PiraCy,Obfuscated
piracy,PiRaCy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r4cy*,Obfuscated
piracy,P!R@CY,Obfuscated
piracy,p!r*@cy,Obfuscated
piracy,P!r~4CY,Obfuscated
piracy,p-1r@cy,Obfuscated
piracy,pir~ac_y~,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,PIRaCY,Obfuscated
piracy,pir-ac-y,Obfuscated
piracy,PiracY,Obfuscated
piracy,piRaCY,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,P1R4cY*,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,pIrACy,Obfuscated
piracy,p1r4cy_,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,pIRa_cy,Obfuscated
piracy,p!R4cY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r@cy,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,PIrAcy,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,pirAcY,Obfuscated
piracy,piRaCY,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,PIrACY,Obfuscated
piracy,pira_cy,Obfuscated
piracy,P-iRaCY,Obfuscated
piracy,P1R4cY,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,PIRacy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P!r*4Cy~,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p~ira-CY,Obfuscated
piracy,P1~R@cY,Obfuscated
piracy,p*1_r4cy,Obfuscated
piracy,p!r4cY,Obfuscated
piracy,p!R@Cy,Obfuscated
piracy,pira~cy*,Obfuscated
piracy,p*irAcY,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,pirAcy,Obfuscated
piracy,pir~ac~y,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P1R4Cy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,p1r4cY,Obfuscated
piracy,p-!r-4cy,Obfuscated
piracy,pIracy,Obfuscated
piracy,pi-racy,Obfuscated
piracy,P!*R@CY,Obfuscated
piracy,piracy-,Obfuscated
piracy,p!r4cy-,Obfuscated
piracy,PiracY,Obfuscated
piracy,p*!r_@cy~,Obfuscated
piracy,p~!r@c*y,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,p~1r4cy,Obfuscated
piracy,p!r4c*y,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pIRACy,Obfuscated
piracy,pIRACY,Obfuscated
piracy,P~iraCY,Obfuscated
piracy,PiRaCY,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,PiRaCy,Obfuscated
piracy,p!R*4CY,Obfuscated
piracy,pi_racy-,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r4cy,Obfuscated
piracy,p-!r~4*cy,Obfuscated
piracy,pIRacy,Obfuscated
piracy,PIRAcY,Obfuscated
piracy,p1-r@~c_y*,Obfuscated
piracy,p1R~@C~Y,Obfuscated
piracy,p!R@cy,Obfuscated
piracy,p-IRacy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,p_!r4*cy,Obfuscated
piracy,p1r@CY-,Obfuscated
piracy,PirAcY,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P1r4Cy_,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,P!r@*c*y-,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,P!r_@CY*,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r@~cy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,p1*r4-CY,Obfuscated
piracy,P1r@Cy,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,pIRaCy,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,p!_R4CY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1R4cY,Obfuscated
piracy,P!R@CY,Obfuscated
piracy,pira*cy_,Obfuscated
piracy,PirA~cY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P1r4cY,Obfuscated
piracy,PIRACY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P1_R4cY-,Obfuscated
piracy,P*iraCy*,Obfuscated
piracy,pIRAcY,Obfuscated
piracy,pi-rac*y,Obfuscated
piracy,pIraCy,Obfuscated
piracy,P!r4*cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!*r@cy,Obfuscated
piracy,Pi-r*a*cY,Obfuscated
piracy,PIraCy,Obfuscated
piracy,p1~r@CY,Obfuscated
piracy,piRaCY,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,P1R4Cy*,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pIRacY,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,p!r4cy-,Obfuscated
piracy,PIRACy,Obfuscated
piracy,P!_r*@cY,Obfuscated
piracy,p!r4CY_,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P1R4CY_,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P1r4*CY,Obfuscated
piracy,P!r@Cy,Obfuscated
piracy,p1r4cY,Obfuscated
piracy,P-iR~ACY,Obfuscated
piracy,P1*R4*Cy,Obfuscated
piracy,PIRacY,Obfuscated
piracy,pirac_Y,Obfuscated
piracy,P!R4c*Y,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,piRACY,Obfuscated
piracy,pIRacY,Obfuscated
piracy,p!r*4c-y,Obfuscated
piracy,P1R@cy,Obfuscated
piracy,P!r4CY,Obfuscated
piracy,p*!r4*c-y,Obfuscated
piracy,pIracy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r@CY,Obfuscated
piracy,p-Ir~acY,Obfuscated
piracy,P-!R@C*Y,Obfuscated
piracy,pi~ra_cy,Obfuscated
piracy,p!r4cY,Obfuscated
piracy,pIraCy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P1R4Cy,Obfuscated
piracy,p-iracy,Obfuscated
piracy,PIrAcY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,P*iRa~Cy*,Obfuscated
piracy,p1*r@_cY,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P!R4Cy,Obfuscated
piracy,pIRAcy-,Obfuscated
piracy,p1R4cY-,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,p1r_@-cy,Obfuscated
piracy,P_1R4c~Y_,Obfuscated
piracy,P1r@-C~Y,Obfuscated
piracy,p1R4cy,Obfuscated
piracy,pir~acy,Obfuscated
piracy,p1-R@C~Y,Obfuscated
piracy,piracy,Non-obfuscated
piracy,PiRaC*y,Obfuscated
piracy,P*I_RA-cY,Obfuscated
piracy,PiRaCY,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,P_1R4CY,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,p-1-r@cy,Obfuscated
piracy,p!r4_cy-,Obfuscated
piracy,p!r@-c~y-,Obfuscated
piracy,p1r@cy-,Obfuscated
piracy,P1r~4CY,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,p!r@cy_,Obfuscated
piracy,PIRAcY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p_i~ra*cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p*ir*ACy,Obfuscated
piracy,P1R~@cY,Obfuscated
piracy,PirACY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r4cy,Obfuscated
piracy,pIRaCy,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,p!r@cy*,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r4cy,Obfuscated
piracy,p~iracy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P!R@Cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!R@cy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,p*!r@cy~,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1r@cy,Obfuscated
piracy,P_1r@cY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r@cy,Obfuscated
piracy,PIraCy,Obfuscated
piracy,p!r4Cy,Obfuscated
piracy,pira-cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pira_cy~,Obfuscated
piracy,PiraCy,Obfuscated
piracy,Piracy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,pir-acy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pir_acY,Obfuscated
piracy,p~irac-y_,Obfuscated
piracy,p1_R@CY,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,p!R@CY,Obfuscated
piracy,P-IRac*y,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,p-ira*cy*,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pira-c-y,Obfuscated
piracy,piracy_,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1R4cY,Obfuscated
piracy,PiRacY,Obfuscated
piracy,p1_r@-cy,Obfuscated
piracy,p*1r*4cy,Obfuscated
piracy,p1r4CY,Obfuscated
piracy,pira*c-y,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p!r*@cy,Obfuscated
piracy,P1r~4CY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,pira_cY,Obfuscated
piracy,piRaCy,Obfuscated
piracy,pirac-y*,Obfuscated
piracy,p!*R@cy,Obfuscated
piracy,P1R4cy,Obfuscated
piracy,P~IR~ACy,Obfuscated
piracy,pIRACy,Obfuscated
piracy,PIrACy,Obfuscated
piracy,P!R4Cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,P-IRACy,Obfuscated
piracy,pi-racy,Obfuscated
piracy,p!r4-cy-,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,PI~R~ac*y,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p~1r4cy,Obfuscated
piracy,P!R@Cy,Obfuscated
piracy,p!r~4cy,Obfuscated
piracy,pira~cy,Obfuscated
piracy,p-ir~acy,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,P~1r4C-Y~,Obfuscated
piracy,p!r~@~cy-,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,pirA~cy,Obfuscated
piracy,pIracy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r@cy,Obfuscated
piracy,P!r@CY_,Obfuscated
piracy,pIrACy,Obfuscated
piracy,p_iraCy,Obfuscated
piracy,pirA~Cy,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p*1*r4c~y,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P!R@cY,Obfuscated
piracy,p!R@CY,Obfuscated
piracy,PIraCY,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P!R4cY,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,PiRAcy~,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r4-c-y,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pirac*y~,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,p!r@~c-y,Obfuscated
piracy,PiRacy_,Obfuscated
piracy,p1r-@c*y,Obfuscated
piracy,piracy,Non-obfuscated
piracy,PIRacY,Obfuscated
piracy,p1r~@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P-iRAC*Y,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,pirAcy,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p~iRA-cy,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,p1R~@cy,Obfuscated
piracy,PIRAcY,Obfuscated
piracy,p1_R4C-Y,Obfuscated
piracy,PIrAcY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,P1r@Cy,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,pIRacy,Obfuscated
piracy,P*IRa_cY,Obfuscated
piracy,p!r@_cy_,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,PirACY,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P!r@CY,Obfuscated
piracy,PIr*Acy,Obfuscated
piracy,p1_r@cy-,Obfuscated
piracy,pIRAcY,Obfuscated
piracy,P!r4CY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P*1R@cy,Obfuscated
piracy,p!r4CY,Obfuscated
piracy,PIrAcy,Obfuscated
piracy,P1R@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pirac~y,Obfuscated
piracy,pi*r-acy,Obfuscated
piracy,p*ir~acy,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P1r4cy,Obfuscated
piracy,P!r4Cy,Obfuscated
piracy,p~!r4c~Y_,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P_1r4c~Y_,Obfuscated
piracy,piracy,Non-obfuscated
piracy,pIRAcy,Obfuscated
piracy,p-1r@cy,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,P-Ir-ACy,Obfuscated
piracy,P!R@cy,Obfuscated
piracy,P1r@Cy,Obfuscated
piracy,p-iracy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,P!_r*@CY-,Obfuscated
piracy,p!R4Cy,Obfuscated
piracy,p!-r4-cy,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,pir*AC*y,Obfuscated
piracy,P!R4cY,Obfuscated
piracy,p!R4Cy,Obfuscated
piracy,pi-r-ac*y,Obfuscated
piracy,pirACy,Obfuscated
piracy,pir~acy,Obfuscated
piracy,p*!r4Cy,Obfuscated
piracy,piR*Acy,Obfuscated
piracy,PiR*AcY,Obfuscated
piracy,p*iRaCY,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P!r4cY,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p!r@cy,Obfuscated
piracy,p!R4cY,Obfuscated
piracy,pirACY,Obfuscated
piracy,p1R4CY*,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1R4cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p*ir*Acy,Obfuscated
piracy,p1r4~cy,Obfuscated
piracy,P1R-@_C-Y,Obfuscated
piracy,pi*r-a~c*y*,Obfuscated
piracy,P!r4CY,Obfuscated
piracy,pira~cy_,Obfuscated
piracy,p!r@cy,Obfuscated
piracy,PIracy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piraCy,Obfuscated
piracy,p!r4cy,Obfuscated
piracy,p!r@CY,Obfuscated
piracy,pirAcy,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,piracy-,Obfuscated
piracy,P1r4C_y,Obfuscated
piracy,P1R4Cy,Obfuscated
piracy,piracy-,Obfuscated
piracy,piracy,Non-obfuscated
piracy,piracy,Non-obfuscated
piracy,P!r4cY,Obfuscated
piracy,p1R*@*Cy,Obfuscated
piracy,p*i~r_acy,Obfuscated
piracy,pir_acy,Obfuscated
piracy,pIRAcY,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,p!R4~c-y,Obfuscated
piracy,P~i_RAcy,Obfuscated
piracy,piRaCy,Obfuscated
piracy,p~1r4cy,Obfuscated
piracy,pir_a~cy~,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p~ira~cy,Obfuscated
piracy,p1r4cy,Obfuscated
piracy,pIrACY,Obfuscated
piracy,p1_r@cy,Obfuscated
piracy,pi*ra*cy,Obfuscated
piracy,p!r@c_Y_,Obfuscated
piracy,pIra*cY,Obfuscated
piracy,p~iracy,Obfuscated
piracy,p!R4CY,Obfuscated
piracy,pirac-y-,Obfuscated
piracy,PIra-CY-,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,p!r-4cy-,Obfuscated
piracy,pi-racy,Obfuscated
piracy,p!R@cY,Obfuscated
piracy,piRAcy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1R@CY,Obfuscated
piracy,p!r@Cy,Obfuscated
piracy,pIRAcy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p1r*4cy-,Obfuscated
piracy,P1R4cy,Obfuscated
piracy,p1r4*c~y,Obfuscated
piracy,pira*cy,Obfuscated
piracy,P1R4cy,Obfuscated
piracy,piracy~,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P!R4c*y,Obfuscated
piracy,piracy,Non-obfuscated
piracy,P-!R-4cy,Obfuscated
piracy,PIRAcy,Obfuscated
piracy,p1r*@~Cy,Obfuscated
piracy,p1R4cy,Obfuscated
piracy,piracy,Non-obfuscated
piracy,p_IR_aCy,Obfuscated
piracy,PIRa_c_y,Obfuscated
piracy,pir~acy~,Obfuscated
piracy,p1r@cy,Obfuscated
piracy,P1R@-c~y,Obfuscated
piracy,p!r@CY,Obfuscated
piracy,pI_racY,Obfuscated
piracy,P!r@cY,Obfuscated
piracy,p1r4cy,Obfuscated
text,text-,Obfuscated
text,7_3x_7,Obfuscated
text,texT,Obfuscated
text,+€x~7,Obfuscated
text,7€x~+,Obfuscated
text,TexT,Obfuscated
text,+3X7,Obfuscated
text,text,Non-obfuscated
text,text,Non-obfuscated
text,text,Non-obfuscated
text,+€x+,Obfuscated
text,7€x7,Obfuscated
text,7€*x*+,Obfuscated
text,+€x7,Obfuscated
text,7€-x+,Obfuscated
text,+€x7,Obfuscated
text,te~xt,Obfuscated
text,+3X+,Obfuscated
text,text,Non-obfuscated
text,tex-t-,Obfuscated
text,text,Non-obfuscated
text,text,Non-obfuscated
text,te*xt~,Obfuscated
text,+€x7,Obfuscated
text,teXt,Obfuscated
text,tEXt,Obfuscated
text,TEXT,Obfuscated
text,text,Non-obfuscated
text,teXt,Obfuscated
text,+€x7*,Obfuscated
text,73x+,Obfuscated
text,text,Non-obfuscated
text,7€x7,Obfuscated
text,+_3-x+,Obfuscated
text,7€X+,Obfuscated
text,7€x+,Obfuscated
text,text,Non-obfuscated
text,text,Non-obfuscated
text,t*ext,Obfuscated
text,7~3X+_,Obfuscated
text,text,Non-obfuscated
text,+3x7,Obfuscated
text,t~ext~,Obfuscated
text,+€x7-,Obfuscated
text,text,Non-obfuscated
text,text,Non-obfuscated
text,+€_x+,Obfuscated
text,7€X7,Obfuscated
text,TEXt,Obfuscated
text,+_3X-+,Obfuscated
text,+3x+,Obfuscated
text,tex~t*,Obfuscated
text,7€x+,Obfuscated
text,+€x+,Obfuscated
text,TeXt,Obfuscated
text,TEXT,Obfuscated
text,tExT,Obfuscated
text,text,Non-obfuscated
text,7€x+,Obfuscated
text,text,Non-obfuscated
text,+3X+,Obfuscated
text,text,Non-obfuscated
text,+3x7,Obfuscated
text,+€X7,Obfuscated
text,73x7,Obfuscated
text,+3x+,Obfuscated
text,73x+,Obfuscated
text,Te*Xt,Obfuscated
text,TEXt,Obfuscated
text,7€x*+,Obfuscated
text,tEx~t*,Obfuscated
text,73_x*+,Obfuscated
text,+€x+,Obfuscated
text,T-ex-T,Obfuscated
text,text,Non-obfuscated
text,Text,Obfuscated
text,text,Non-obfuscated
text,+3x+,Obfuscated
text,+3x7,Obfuscated
text,teXT,Obfuscated
text,7€x+,Obfuscated
text,+€x7,Obfuscated
text,+3_x7*,Obfuscated
text,TEX-T,Obfuscated
text,+3x+,Obfuscated
text,+€x+,Obfuscated
text,text,Non-obfuscated
text,73x7,Obfuscated
text,+3x7,Obfuscated
text,7€x7,Obfuscated
